id,turns,winner,white_rating,black_rating,opening_ply
LwDjgMUN,79,white,1730,1500,1
E1pnNfzn,25,black,1543,1517,8
HOyZawgT,57,white,1517,1420,4
KVUnajds,25,white,1420,1517,3
AUD5MAeQ,51,white,1467,1530,5
q4HgxAMD,47,white,1530,1413,8
JrAjd4B6,34,black,1530,1547,7
dwGtXtBG,39,white,1547,1530,1
4ih7GF6H,78,black,1530,1516,2
h7WPr0QV,45,white,1530,1503,4
MxHYQ3gI,54,black,1530,1529,7
4IbrlaHJ,38,black,1529,1530,11
jPYQfxD4,96,draw,1530,1543,2
XWKS8u5v,60,black,1543,1518,1
FDHd0yRf,53,white,1436,1518,3
Tm9FnTkP,30,black,1518,1593,2
ngD6Pt2d,99,white,1516,1518,5
3liaX0lR,70,black,1669,1502,4
evTJ06D5,53,black,1503,2041,7
w32ByeXT,53,white,1487,1685,2
nOAcuZ7Y,75,white,1472,1593,3
4tcYYgnP,35,white,1503,1472,4
CBxKbsYj,53,white,1500,1472,4
uqq57W3V,136,black,1401,1618,1
eBRGiAzm,74,black,1632,1533,5
VjoCeF7u,45,draw,1530,1635,5
2ZN3l5z4,50,black,1654,1368,5
bK1u2wYn,95,white,1647,1531,5
PgCQgXoQ,154,black,1494,1640,3
6EkLMmU5,108,black,1539,1632,4
Q5FXOu1K,118,draw,1820,1616,7
BPg0pKCL,109,white,1606,1594,6
09fzI0ta,55,white,1594,1608,4
l6ld8oKZ,115,white,1621,1605,3
NSklHTPJ,43,black,1605,1593,7
n2xDm4uq,100,black,1589,1928,4
5iRRxP6f,39,white,1581,1493,3
GWyebKUp,36,black,1523,1571,3
UAyNP5uD,10,black,1248,1568,4
FUtKNNSf,59,white,1564,1318,4
0vSN6TVh,92,black,1582,1590,4
TJeQKTDp,210,black,1600,1571,4
z8ilhy4G,83,white,1555,1711,4
JVV78yDG,29,white,2621,1555,10
ZOQ2DVKU,120,black,1584,1543,4
V5qVe62M,147,white,1536,1500,5
SFhda91Z,45,white,1594,1545,8
nSvKFzXI,63,draw,1546,1522,4
Wk7jfbfU,71,white,1575,1566,4
dVmZHywv,116,black,1562,1554,4
nKlIr6Zd,40,black,1567,1520,6
CqTeVNC1,73,white,1500,1567,5
YgTzTknz,107,draw,1566,1585,6
t4d1mz2n,2,white,2430,1566,2
lNZODk1a,72,black,1538,1556,1
r6B8Ic6P,45,white,2209,2102,6
mtqeo7IP,84,black,1988,2199,15
oxGgXEO5,71,white,2179,2154,5
TstWW48O,66,black,2164,2157,5
kuw0jpH8,82,black,2181,2153,4
LNn2rnqb,39,white,2148,2274,5
i5FvJJ1h,64,black,2262,2111,15
bsAA1WgB,89,white,2098,1897,3
JgOfRPyn,51,black,2022,2080,9
cg6IEY46,74,black,2114,2042,6
qq6OX1rr,108,black,1956,2093,2
VB13RMHj,132,draw,2109,1913,2
8zT6I9mh,36,black,2151,2063,4
5kxkjPFg,83,white,1946,2211,5
3Z925I8T,63,draw,2214,2187,9
oSkmipx4,75,white,2173,2118,8
g3NZ6L6m,77,white,2175,2231,2
FxzMfNlo,66,black,2239,2151,6
A3zvbpkF,82,black,2250,2091,4
Suq0mRGy,90,black,2120,2170,9
GGL3au8b,99,draw,2148,2213,5
M9fcGFRd,70,black,1887,2045,3
VVKY2iMm,41,white,1500,1973,5
0Y3l5UpU,7,white,1689,1135,2
hwy6SsRr,7,white,1686,1139,2
pFsFrttE,7,white,1693,1144,2
QjqIySkz,7,white,1690,1149,2
RQWLiLP1,7,white,1737,1154,2
FuctUjT8,7,white,1630,1161,2
PQlrmaLS,52,black,1987,1749,7
5xcejyZz,49,white,1987,1548,5
iHTW8qwb,81,draw,1987,1500,7
KO0lkNjc,46,black,1500,1987,7
dRQdwTaj,3,black,1987,1568,2
7PVvWVMv,94,white,1568,1987,2
KOsS9PcV,22,white,1568,1987,6
tWHeECXV,117,white,1987,1568,7
Ou8A8uvd,106,black,1568,1987,3
rmNDttEt,21,white,1987,1568,7
GjSwxdzY,48,black,1568,1987,2
0olUXC0C,4,black,1987,1500,4
Ph5ZNbzU,31,black,1987,1500,3
XfUd7rF4,27,black,1987,1568,7
FBnA4XJ4,31,black,1987,1560,7
VqGAQblR,56,white,1519,1987,3
VxCTVvN9,59,white,1987,1500,4
GRZZ1Yno,54,white,1559,1987,4
624khfjJ,53,white,1789,1843,5
JBRRjZox,29,white,1707,1858,5
UEU38SNx,56,black,1872,1777,5
2gIyDXAh,12,black,1423,1799,1
iiinWFSk,58,black,1404,1515,6
74pigEaM,14,black,1500,1404,4
Ya23pK9T,57,white,1667,1404,5
7YHyNLnX,124,black,1404,1637,3
GBtWrnFR,30,white,1404,1312,3
cw2huOdb,22,black,1312,1404,7
4qWmkJcX,92,white,1404,1341,3
BUJ1djql,72,black,1749,1404,7
j6YsVT8z,18,black,1749,1404,3
cbsKbsCn,1,white,2100,1404,1
Z5bwx2wW,54,black,2009,1404,6
jkBxWFiY,43,white,1643,1355,3
28gf4cw0,21,white,1368,1512,6
u4bbL7s5,31,draw,1500,1524,4
xrmR0nj4,22,white,1858,1837,5
0OWYjmde,119,draw,1852,1836,4
sr8UP7It,41,black,1847,1835,2
taJyEmUO,77,white,1838,1798,3
HRPi7TrQ,56,black,1892,1825,5
rJcEBJBt,60,black,1836,1814,2
m8B6Use4,66,black,1826,1802,6
pLcSQsY4,45,white,1793,1768,3
NUsbYwp6,57,white,1751,1805,3
AVI19Y4E,66,black,1814,1878,2
TtHyOAW9,104,draw,1813,1850,2
IGtPhdkR,55,white,1837,1823,7
c9SiOFTa,24,black,1839,1632,2
OMcc1hiD,86,black,1853,1778,2
nQrGebim,107,white,1874,1863,3
WAbJI3cD,37,black,1873,1905,2
Tt8Kb3nS,36,black,1575,1869,4
seMNNCJi,78,black,1818,1860,4
RFab1IJW,140,black,1922,1847,11
tX2naeOg,117,white,1839,1743,2
ki0jLhS6,84,black,1857,1565,2
GFxOcKUq,63,black,1868,1874,3
jNrWtGX5,96,black,1879,1844,2
Js7pN7KZ,106,black,1912,1867,4
nNk9MHI5,71,white,1609,1880,4
6R2v67bn,60,black,1893,1830,2
19ArzwYS,63,white,1962,1901,4
ZtYZePhU,40,white,1708,1918,4
oCv2R2MR,47,white,1907,1906,2
aCXlyQOU,50,draw,1979,1905,3
n4V0dedC,40,black,1916,1907,2
8KmzBZ9y,53,white,1904,1938,2
SIKRcEMD,41,white,1964,1913,3
lJ3ZKDw6,131,white,1904,1862,3
a9glB1SK,104,black,1847,1895,6
wq9z5sz4,48,black,1908,1832,3
5xV6FbGu,113,white,1900,1794,6
gET1dSMU,43,white,2018,1908,10
0zhnlKaU,40,black,1786,1900,3
fY46oypq,54,black,1847,1891,7
YATj1f7y,31,white,1881,1857,2
Zc0rnHR7,40,black,1831,1872,8
XtBaqhPa,61,white,1862,1825,2
tA2titOK,34,black,1874,1837,3
k3ZdA5JN,116,black,1319,1739,8
iizS8jej,31,white,1739,1319,2
GHDD6TVr,4,white,1589,1739,4
1Bl8n99U,58,black,1500,1739,1
JROlKBan,57,white,1739,1500,2
5ozAAbRu,52,black,1500,1739,1
YLU8ByvP,79,black,1342,1449,5
duGWb6s7,31,white,1605,1342,5
wOEXW9Kt,83,black,1629,1476,4
JO133Y1i,49,white,1629,1047,4
a9Yi2qLU,103,white,1627,1148,9
rXKSU3nF,105,white,1617,1575,4
mepGbyy1,52,black,1509,1609,5
PpdQylxJ,53,white,2334,1453,8
P9Tg3bIy,73,white,1500,1453,3
HbKMqUDU,51,black,1461,1567,6
dmrGSE5L,90,black,1133,1461,3
EdgBgzL0,78,black,1477,1297,3
MBbbCChu,70,black,1303,1471,3
JbFacjLX,33,white,1464,1310,6
C8aqJ7wX,27,white,1456,1366,3
MDLDX0v7,40,white,1385,1470,2
D9NxM2ns,53,black,1299,1470,9
bdDOt3Ay,118,white,1453,1482,3
FemhhNnb,75,white,1467,1594,5
dStdaoBv,83,white,1613,1474,3
8cw0ROzU,59,white,1474,1500,4
TP0I16GS,79,white,1466,1358,11
DiA6bC0a,28,white,1047,1466,1
IxZtWKs1,66,black,1380,1457,8
Er5CWA1h,68,black,1468,1489,6
a4sUEoII,43,white,1462,1320,6
6xYZMDHT,34,black,1161,1462,5
Z3CSBGd0,46,black,1305,1455,3
Q0GuYyry,43,white,1343,1470,2
s2RDz5a9,49,white,1461,1398,4
cwFWHvpF,68,black,1502,1368,5
rk4DxJ2w,66,white,1517,1512,10
btE5xe8p,73,white,1546,1523,7
Ep8ixJBd,56,black,1533,1511,3
W5sqh5Rc,42,black,1522,1523,4
tN4uylH7,24,black,1534,1510,6
KqTwgzyE,36,black,1524,1414,3
MeAbA6iH,59,white,1514,1489,5
DJ2fpuya,73,white,1526,1525,7
TwSyg5gs,60,black,1525,1574,3
3cdoYoyn,23,white,1533,1525,2
JS6K3t4g,78,black,1525,1533,3
bjv99Aky,69,white,1596,1525,8
zK205VaK,53,white,1630,1525,8
57stogOR,33,white,1536,1651,5
GLsCzkuz,33,white,1500,1547,2
X76L7kAu,110,black,1567,1456,5
d9tfl6mC,57,white,1553,1485,4
ySqTTXtT,50,black,1500,1553,2
4Qm6uRGX,77,white,1514,1571,2
U331efsy,59,white,1610,1571,2
BR7CzrC2,73,white,1418,1571,1
peqeMUix,78,black,1450,1558,3
BAapWAKS,81,white,1430,1581,3
kdphfdKm,44,black,1169,1571,1
rEiap9zj,36,draw,1501,1255,5
K2lbWSKk,48,black,1261,1697,6
9F7DwInO,16,black,1269,1625,2
rE7XkSTs,24,black,1276,1675,10
xmmUUeKk,90,black,1287,1611,4
0cFxy38E,48,black,1312,1448,6
yI942cUN,13,white,1173,1336,2
KrwPLve9,20,white,1391,1202,2
I215nDQO,33,black,1244,1384,4
nLRYvkJb,9,white,1443,1291,1
hVEMak9d,80,black,1388,1390,11
W54TDr43,84,draw,1433,1315,5
AWRJkslu,111,white,1803,1500,3
C0HoGVOS,26,black,1500,1355,5
6nd9lCRv,38,white,1506,1505,3
1cyi9WJb,79,white,1488,1466,2
4ylXabV1,43,white,1488,1282,4
YQsOYX73,117,white,1434,1505,2
MGZE48Oe,29,white,1491,1377,6
5wTQ8eft,74,black,1491,1500,6
YCPtfgvx,21,white,1483,1305,7
YkhMvi1c,121,white,1483,1213,3
DOSPddy8,85,white,1478,1129,5
tdFx5Wpl,14,black,1209,1478,2
shapiH9O,62,black,1312,1478,4
wgdX1i72,43,white,1618,1652,8
j7ubwxcz,55,white,1515,1652,4
BRrgcEui,40,black,1500,1652,1
TcX2VySc,47,black,1120,1652,4
3zvHxRxD,26,draw,1652,1120,2
uweklWqe,86,black,1652,1646,6
YVJoIqAb,26,black,1450,1652,2
MoJv5gz3,58,black,1657,1927,6
hUQW6fh6,14,black,1669,1717,6
qD7mzcUb,50,black,1565,1659,2
YQmlrWQm,30,black,1037,1658,3
bmyC1oNK,90,black,1671,1709,6
MlnIaVj7,82,black,1487,1663,3
l6KBTi8H,14,black,1670,1881,6
1NtGvS7m,87,white,1884,1670,7
GnareRWj,111,white,1828,1670,8
H08j1pFJ,73,black,1670,1543,6
TGTtzwp4,54,black,1670,1884,9
VbxGhjHs,44,black,1670,1966,5
VsfS8T6S,74,black,1497,1670,1
eHTmEe4A,39,black,1670,1778,9
lQbvYrqG,49,white,1659,1543,4
NWivyayS,72,black,1673,1717,4
K5yJfIbC,72,black,1640,1521,3
5xEtGs7N,17,white,1645,1334,2
FLZSIBJT,38,black,1386,1640,2
NpKzH9Cq,19,white,1634,1500,2
Rt9WB32T,124,black,1648,1552,3
pu1DxLyC,122,black,1501,1640,7
RUbXRrBV,60,black,1723,1642,2
JCn9C58Z,26,black,2163,2012,2
Bh2r8XxQ,25,white,2094,2163,6
wfrYkOSL,85,white,2153,2148,5
8l3eqHgJ,54,black,2082,2144,9
tKYgGdZN,81,white,2136,2039,6
buvlc0MT,48,black,2136,2353,18
nw8KmaFH,124,black,2133,2124,8
PUQBs1qo,23,white,2401,2128,13
pmGIf3vW,61,white,1800,2128,6
4BFJugDt,78,black,2144,2001,4
jvx4GoJV,122,black,2145,2588,12
0LuSkMvd,126,black,1437,1370,4
LsKhZR7L,29,white,1500,1437,8
i9NfJbkO,26,black,1427,1389,6
QP2WSXTC,114,draw,1383,1428,5
UVZcrWHB,17,white,1417,1435,6
SmCznocV,71,black,1681,1796,7
i06nv6to,41,black,1806,1786,4
96aH6P7m,38,black,1739,1797,6
SWtpB9VZ,37,white,1782,1884,2
it1fo5hs,87,white,1879,1790,8
ssAFGqWj,91,white,1775,1801,4
8nirqto6,41,white,1884,1809,3
ifNLiAWE,69,white,1812,1811,4
y2ULmSYR,24,black,1738,1801,10
m7AqCdim,99,white,1881,1810,5
LUNpR6gD,24,white,1696,1824,13
fIwB14Wv,82,black,1832,1873,2
ibiTs082,70,black,1841,1908,2
lfmrt1pi,48,black,1658,1835,3
DQKrc9S8,39,white,1822,1851,8
vZ71MrQn,125,white,1756,1835,3
W9LTfNg3,58,black,1848,1773,12
wMRVrRJT,86,black,1858,1888,10
NJJgaKDF,50,black,1948,1842,3
1QKRhwcC,20,white,1955,1850,7
kjG0f1xE,44,black,1862,1823,5
AIz5WZcZ,40,black,1748,1853,4
S98fUg6g,38,black,1820,1842,7
lLIjkHVR,96,black,1850,1923,2
IJUvdKvF,100,white,1782,1864,2
n0z4l6JC,55,white,1858,1674,5
iHHKUba1,32,white,1963,1866,9
WsOtBOyT,44,black,1868,2220,10
CPyD9qyN,37,white,2048,1875,2
OP1lQEF3,87,white,1859,1946,2
eby2jLXi,58,black,1888,1846,3
iUrH456z,40,black,1859,1798,4
BGjZxy4P,118,black,1838,1846,3
ZnWT84zG,65,white,1828,2012,10
37xkP5tx,92,black,1877,1813,7
WanxZylp,50,black,1823,1868,7
cVG2PICh,63,white,1938,1831,7
oIOWxBo5,79,white,1831,1764,6
ZR6VJ5BF,103,white,2048,1831,6
K9lqvH1x,65,white,1831,2048,2
PFE3ua3F,26,white,2048,1831,5
1d2x1KiO,135,white,1765,1846,3
7kZOioyL,90,black,1784,1834,3
K3NM3uHA,153,white,1817,1911,1
t5PCTILF,61,black,1878,1801,7
XdqFMEb2,59,white,1850,1812,3
31Dq14bW,42,black,2018,1812,4
lSxP0CT0,76,white,1908,1821,3
r8YtReBW,17,black,1147,1158,4
KfLcPala,25,white,1845,1189,2
BIdFdbyU,40,black,1271,1703,10
vmRXjEDG,53,white,1439,1341,8
ctHTfKhg,55,white,1697,1378,6
gpBefNlG,176,black,1440,1693,5
nzEmyraz,27,white,1836,1500,4
NmmsgpHh,61,white,1478,1295,4
ZocN5C7j,122,black,1303,1284,5
NR5u82W9,46,black,1292,1358,5
TQf96SXo,56,black,1303,1307,2
MOMkoAtu,73,white,1333,1318,8
tNPVjhEt,144,black,1327,1388,3
8cckHCWc,43,white,1500,1332,5
XDzpUsOi,33,white,1391,1342,5
kon4VKdn,71,white,1494,1348,3
iWpcHjNu,69,white,1338,1322,3
uRizfqc3,45,white,1337,1458,2
pOxHlHeQ,95,white,1374,1347,4
OeRZW6Db,47,white,1336,1337,3
OhSs2jUn,115,draw,1437,1333,5
23KyUzkX,14,black,1422,1336,3
YPqgM25m,21,white,1325,1353,5
BO7hKPSE,64,black,1334,1384,5
ITvll7l7,46,black,1478,1319,4
q9CmFD5F,35,white,1308,1330,4
Vvyhb9TR,6,black,1344,1221,5
4FuNNPxb,90,black,1351,1459,3
JyxWJtuK,44,black,1443,1337,4
GDbWrBhj,67,draw,1579,1331,3
Jtzjmzdn,17,white,1445,1338,5
OW36e3Ps,79,white,1426,1347,3
Ac7yS6qo,50,black,1355,1418,6
4LBWJH7x,108,black,1365,1409,2
y1Af1ryy,96,black,1267,1365,4
ouej7rrW,43,white,1365,1376,6
Clxnets5,61,white,1347,1374,5
Wgy3Pquo,21,black,1384,1395,7
6deqazQ7,80,white,1346,1397,4
1XkghDSq,104,black,1408,1374,2
FVpeSEtr,64,black,1372,1398,4
npWlgyyh,40,black,1382,1388,5
v7GGeg1P,94,black,1381,1377,4
HjIxNNmQ,43,black,1381,1646,7
CV6D5Gub,82,black,1384,1658,3
UtCCWnSe,58,white,1688,1388,4
AobpJQO6,26,black,1584,1371,3
TXQMBe0O,104,black,1500,2048,1
81EKDcCx,11,white,2048,1500,2
e5WooPHX,5,white,1500,2048,3
NhNB0Ryb,26,black,1500,2048,2
UhYZVLIM,73,draw,1647,1647,8
62kPmSZn,120,black,1677,1635,9
OlNukGq8,62,black,1645,1649,2
k5E27pxY,57,white,1788,1652,3
MlO9BkYK,34,black,1683,1640,4
GK1U2WTp,70,black,1651,1650,7
vjfOqzW4,39,white,1661,1661,2
DkCMuvVB,18,draw,1661,1661,4
Wcd49LsM,82,black,1673,1603,2
cioc0wSl,22,black,1658,1663,8
5F2UfE2f,90,black,1673,1729,10
oZ178WSt,51,white,1666,1553,2
R4ll8FCR,49,white,1647,1678,4
Ewoknaml,61,white,1799,1684,4
I1PIQJOO,61,white,1500,1694,4
NDVz7YU4,54,black,1703,1735,2
py9Fv239,74,black,1828,1715,11
tK79MIQY,56,white,1776,1724,10
9TrkMBOo,56,black,1734,1747,2
A5CB7eZO,41,white,1722,1773,2
Bhm9FhLE,60,black,1802,1709,2
oNaDs5A2,56,black,1726,1789,2
BdfcFJrw,79,white,1778,1722,3
a7lybXHX,100,draw,1745,1707,11
yxbOEr0V,95,white,1758,1725,9
gR5pihZM,76,black,1735,1753,2
hQGUKEFb,44,white,1837,1743,3
LZnk7ewF,61,white,1734,1714,2
tCCTuCwb,60,black,1744,1748,2
QjzhcvH3,42,black,1756,1737,2
5ErkpB7G,93,white,1831,1765,3
koUCYT4L,57,white,1811,1774,10
b5Ad14zh,106,black,1796,1762,3
VGPQKtbL,49,white,1844,1771,10
CDglUpUj,116,black,1799,1760,11
5ssTjWwL,86,black,1769,1838,2
c3LJcLxf,42,black,1788,1757,10
pOSZ0BeW,47,white,1746,1745,2
Lb2CesSR,32,black,1749,2040,2
jdzm5Rm8,70,black,1804,1736,3
dJ9spTkW,21,white,1724,1770,2
GviW37Ir,27,white,1254,1068,2
x8yRuYWy,26,black,1103,1240,3
FO4GG6ui,31,white,1465,1119,3
nPL6OKh4,36,black,1140,1457,4
QVnnoPWC,11,white,1409,1173,3
nInyUy15,69,white,1452,1210,3
Gks3rAWp,24,black,1332,1299,3
8DjzMpSN,35,white,1498,1500,4
pLNKg8Gt,128,draw,2270,2451,4
gJrJZ8oR,56,black,2451,2270,9
AIX0ARvn,48,black,1930,2270,9
CAkAnOio,16,black,2108,2270,6
gh5nVY5v,19,white,2270,2199,1
84yCJ5UC,42,black,2199,2270,5
MHS8nIkb,2,white,2270,1962,2
F9z56bdU,107,draw,1962,2270,9
GNPnqgHm,44,black,1750,2270,2
x7xdI6pJ,41,white,2264,1838,2
yYjngtYf,29,white,2259,1775,1
EDTgBNXJ,52,black,1974,2243,3
LDzlqlwv,43,white,2230,1929,8
LogMn5Aq,126,black,1821,2221,4
YhPACEz6,16,black,1821,2211,2
ovA5Tefi,65,white,2204,1740,1
8tRUGjdl,25,white,2185,1916,9
H0N8lwVW,62,black,1807,2172,2
buRu3sCi,46,black,1500,1510,2
kVshN1ph,49,white,1510,1500,3
gOJeEXXl,21,white,1683,1500,3
glchZBp6,52,black,1500,1683,2
iZbqzAQZ,75,white,1327,1500,3
LLLZfhJW,39,white,1370,1500,5
KqzrrxAW,65,draw,1500,1370,4
AinWnhEI,70,draw,1500,1370,3
zjeE52lZ,91,white,1370,1500,4
3STx4QDX,72,draw,1370,1500,4
w6I2k8UU,96,black,1500,1370,2
HlO3gmxy,88,black,1500,1370,2
c1Hig87b,49,white,1370,1500,3
heTz3GrU,5,white,1370,1500,3
H8dFiGyk,44,black,1500,1370,2
ST7NjQkO,75,white,1370,1500,3
QGplkbBR,44,black,1500,1370,3
wVnUhP3z,50,draw,1370,1500,3
dObnu7Vx,54,black,1270,1279,3
gf11SyaW,44,black,1298,1695,2
YBVW09FH,46,black,1348,1573,2
e5cu9AYX,43,white,1565,1445,5
q8gam2x4,58,black,1500,1860,2
t9zYGxsG,77,white,1338,1607,7
qrIvRES7,172,black,1500,1338,4
tWkX50Z5,64,black,1547,1317,4
kx2pPDyO,72,black,1322,1557,4
88cl0uaw,117,white,1527,1329,1
8SaQeVTi,80,black,1341,1398,4
3JYPXraO,62,black,1286,1328,3
6Ox1yIaC,102,black,1331,1695,5
RYksERyd,24,draw,1346,1343,6
Uep3ZGfD,1,white,1778,1349,1
T7coOpIf,46,black,1353,1661,2
QuXpukEi,85,white,1645,1353,5
8ijhG8me,54,black,1356,1752,7
CkExccMX,57,white,1804,1358,3
kgSDfYw2,44,black,1359,2109,2
ouQ1bbdz,113,white,1361,1373,3
qdRrMdNc,66,black,1381,1731,3
1TeDR2ja,102,black,1116,1376,1
kj9H0Xnm,2,black,1381,1651,2
9DDP6azK,64,black,1389,1561,2
A1veitvW,37,white,1747,1392,5
uK0G1Kvl,64,black,1422,1173,2
MNs1u5iJ,108,black,1631,1783,4
geaOL2nm,74,black,1791,1867,2
34T7qaFf,40,black,1636,1784,4
BrHxa54u,45,white,1699,1798,4
L57eq2T3,108,black,1813,1683,3
q37svKav,65,white,1884,1815,6
F14iZsAt,42,white,1675,1322,3
cX7tWS2B,7,white,1476,1500,4
2SfHysoH,51,white,1278,1058,4
nIEqOnjg,13,white,1143,1097,5
QOLfNOXq,41,white,1014,1287,2
7vAAq531,27,white,1206,1014,6
qPO0bV2n,16,black,1071,1312,2
kFYRKAV4,27,white,1424,1092,4
mslouKdB,36,black,1127,1333,4
vOP4q9A5,17,white,1785,1132,5
YEMv4R7M,47,white,1500,1132,7
t7nMkL7F,22,black,1144,1601,4
pWuqdUPK,27,white,2066,1145,2
I3ruVaOJ,85,white,1505,1617,6
69Yks3rQ,37,black,1367,1505,4
aaNfTHQO,38,black,1511,1680,7
goZsiIMb,43,black,1524,1518,8
kz5aQune,43,white,1549,1536,2
P4PlH6cy,45,white,1525,1430,7
oXMxzVTZ,174,black,1460,1514,3
BDrEjHJy,39,white,1498,1531,4
StSQhWtI,63,white,1482,1525,5
KhTNxTvt,82,white,1464,1496,7
KveUFQCF,52,black,1506,1610,6
Fv5VJIe4,15,white,1500,1516,5
tqwK4Jn7,30,white,1414,1534,3
7loQGtf5,25,white,1525,1377,5
BfmWE0ft,3,white,1329,1547,1
dFRyR3eo,9,white,1541,1277,4
CFJbuSeS,20,white,1290,1541,5
f4wA8Rns,76,black,1358,1532,4
dTnXLPiF,22,white,1522,1364,9
KC1GIEm1,50,black,1431,1510,5
lhNEFQvt,17,white,1495,1440,11
ZKDBy7y7,43,white,1478,1513,3
BHRqWkBC,114,draw,1514,1477,4
s002TNYl,60,white,1500,1514,6
ZwAhNThL,56,black,1392,1501,5
ktvzJfrt,106,black,1525,1370,2
2vVgM3vD,49,white,1346,1552,4
msB0lWql,51,black,1570,1569,10
DPMbZQay,33,white,2621,1122,4
UNV21AAQ,34,black,1405,1420,2
e0ufZTkH,21,white,1578,1420,2
TZ6CmLGQ,51,white,1406,1496,3
rUysj2Pj,46,white,1309,1420,3
KVTrg3LI,30,black,1432,1397,6
AXAoRPQJ,13,white,1441,1442,5
WJK8UTLn,18,black,1453,1432,3
OpH9FEaz,71,white,1420,1465,4
lANk7UYJ,21,white,1463,1476,5
sxjj9iMf,32,black,1438,1467,5
1hBrR8db,51,white,1458,1478,2
D2CXDuyE,146,black,1456,1478,4
PRnX4pVs,111,white,1466,1503,3
euG2BV76,156,black,1435,1456,2
Bw6vpy6q,53,white,1426,1456,3
n2KWaP92,35,black,1521,1443,4
dN2GeRyT,172,black,1372,1434,5
8hFEDPh8,113,white,1423,1479,3
i5ecUxVn,43,white,2156,1621,5
WjEE2oJD,81,white,2156,1511,4
pOr5lQcK,62,black,1991,2156,13
dYKfjGiq,52,black,1322,2156,2
1Mn64gHN,2,black,2156,2476,2
LlwhmVao,58,white,2156,1725,5
9nyesv7n,62,black,2156,1959,9
jStyZ6Gl,76,black,1359,2156,3
i3y29Bbm,24,white,2156,1220,3
iK3bZnOm,76,black,1889,1999,5
1oBZS53S,21,white,1903,1898,2
DBUCextO,34,black,1955,1885,4
xDfIeaFd,39,black,1894,1938,5
rgAkQ6Tk,104,black,1868,1884,4
fFzDez2g,19,white,1543,1006,2
euquQr0W,23,black,1010,1530,1
NE3p3RVc,37,white,1488,1015,1
pHhAiE0g,48,black,1016,1429,1
N2A7m4wX,29,white,1500,1016,3
DxJHSonf,14,black,1059,1224,2
fCucsIsq,51,white,2162,1278,9
cp9RMnlZ,30,black,1281,1684,6
31W1gOBg,29,white,1663,1284,5
HgVWPzyb,44,black,1285,1869,6
Ms2ytMQn,60,black,1286,1972,8
0KNwyYKl,99,white,1253,1917,5
TaFfSpSi,77,white,1869,1254,3
wh92jQcG,45,black,1257,1658,6
OdOeQ6kE,35,white,1789,1258,5
9a4AzHTj,52,black,1263,1554,5
j9SgenMn,34,white,1483,1270,3
Nc0NTpxq,124,black,1543,1210,8
7css420H,16,black,1212,1743,6
twY5DV18,63,white,1193,1360,5
yq6jbw2f,106,black,1564,1689,9
cOhBFfXt,77,white,1689,1703,4
ENfuXX3E,105,white,1807,1689,10
2U2m1d5t,81,white,1689,1500,8
oT3MKGTs,97,draw,1689,1790,6
doLbC5CO,50,black,1689,1748,3
wSN0CPmZ,72,white,1720,1500,3
Gfruw6cf,59,white,1653,1569,6
Kbr0LZqz,106,black,1569,1653,5
cGY5nYFK,105,white,1685,1666,4
p4AqPMYy,90,black,1688,1423,2
gKIBLlL9,57,white,1588,1706,3
B1VhzwgW,69,white,1699,1508,2
252avnCA,77,white,1491,1722,3
tTUlMt6V,35,white,1720,1245,2
xzZtDtdE,119,white,1714,1479,2
eX8kBW5b,70,black,1483,1708,2
hW6ytcHS,30,black,1471,1702,2
O74nXEwi,70,black,1725,1451,2
sDwwUYKn,61,white,1431,1750,3
cNd3LPiZ,63,white,1746,1403,2
x3YGS2T3,72,black,1482,1741,4
Z7GgUm8d,79,white,1550,1763,5
OfX3KONl,71,white,1758,1458,2
idDCeMGQ,41,white,1591,1778,3
q5QHHpOD,3,white,1775,1379,2
rr5M6NGq,116,black,1381,1772,1
TlmUott6,113,white,1769,1383,2
ipDONI31,64,black,1456,1765,4
syUjajVl,71,white,1762,1361,5
XHk0Q6Bq,52,black,1785,1489,6
7WmI4AM3,70,black,1387,1783,2
uxEOKls1,43,white,1778,1484,2
RUEvsTO6,116,black,1543,1772,2
ECNHzg2K,51,white,1770,1247,6
urwNWm0q,39,white,1767,1424,5
d72Ppx8e,24,draw,1500,1243,2
u3osolwJ,54,black,1243,1500,2
5n7zouwX,25,white,1500,1243,2
cjKRwUtv,43,white,1805,1273,4
LZHK9LOC,38,black,1277,1803,2
zC45BRVK,113,white,1800,1282,4
vJbbQgy1,36,black,1287,1798,6
mcKJ955J,22,black,1500,1287,4
GInlX3ki,65,white,1901,1287,4
3R2xtUm9,33,white,1511,1309,3
k6x1x20I,47,white,1500,1500,12
Un8pJ2n1,30,black,1500,2282,11
hvBlnh5Y,26,black,1500,1500,8
OPzeKLo0,28,black,1500,1500,10
jBociXkr,27,white,1500,1500,4
ZK56V9x5,45,white,1500,1500,18
5DsE7SPq,1,white,2617,1500,1
xF6uPb6c,42,black,1500,2016,4
7N4lhSVW,41,white,2272,1500,10
GbCAvbVm,30,white,2473,1500,4
KLGNMqRl,27,white,2401,1500,4
7lCtWVqr,47,white,2326,1500,4
Rgv1gbrx,53,white,1433,1272,2
0VSQoHTc,26,black,1500,1387,3
WfELHva1,41,white,1500,1260,2
fg28jffm,77,white,1257,1414,6
ZYnHJzWV,73,white,1398,1265,2
tcltZ77N,75,white,1253,1196,6
S2THX7cn,22,draw,1194,1255,3
